_id,Condition,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Feedback_Perc,N_Reviews,Seller_Status
,Used,"$7,300 ","Fort Walton Beach, Florida, United States",2013,"15,934",Burgundy,Harley-Davidson,,"FLHRSE5 - CVO\x99 Road King\xAE",,Cruiser,,0,Dealer
,Used,"$12,999 ","Cleburne, Texas, United States",2016,"14,869",Black,Kawasaki,Unspecified,"CONCOURS 14",,Gasoline,,0,Dealer
,Used,"$2,250 ","Puyallup, Washington, United States",1969,"6,770",YELLOW,BSA,NONE,B441,"VICTOR SPECIAL","Sport Bike",100,1805,
,Used,"$5,980 ","Round Rock, Texas, United States",2008,"8,595",Black,Suzuki,Unspecified,Boulevard,,Gasoline,100,501,Dealer
,Used,"$12,995 ","Hollywood, Florida, United States",2015,475,White,Ducati,Unspecified,"Diavel Carbon White",,Gasoline,100,772,Dealer
,Used,"$15,000 ","Virginia Beach, Virginia, United States",1999,"2,000",Red,"Custom Built Motorcycles",,Chopper,,Chopper,,0,"Private Seller"
,Used,"$8,995 ","Orlando, Florida, United States",2013,109,,Aprilia,,"Mana 850 GT ABS",,Automatic,,227,
,Used,"$6,490 ","Houston, Texas, United States",2010,"11,209",White,Ducati,Unspecified,"Hypermotard 1100 EVO SP",,Gasoline,100,246,Dealer
,New,"$15,995 ","Houston, Texas, United States",2016,0,White,Ducati,Unspecified,"Monster 1200 S Star White",,Gasoline,100,246,Dealer
,Used,$500,"Shawnee, Oklahoma, United States",2007,"8,967",,Harley-Davidson,,V-ROD,,Standard,8.4,1758,Dealer
,New,"$6,595 ","Plano, Texas, United States",2016,7,Green,Triumph,Unspecified,"Thruxton 900",,Gasoline,100,161,Dealer
,New,"$6,595 ","Plano, Texas, United States",2016,7,Red,Triumph,Unspecified,"Scrambler 2 Tone",,Gasoline,100,161,Dealer
,New,"$10,724 ","Plano, Texas, United States",2017,0,Blue,Triumph,Unspecified,"Trophy SE  ABS Pacific Blue",,Gasoline,100,161,Dealer
,Used,$102,"Auburndale, Florida, United States",1957,"999,999",Blue,Cushman,"Vehicle does NOT have an existing warranty",Pacemaker,"Model 722",scooter,100,40,"Private Seller"
,Used,"$61,447 ","Pompano Beach, Florida, United States",2017,22,Gray,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$14,750 ","Dallas, Texas, United States",2015,358,Red,Victory,Unspecified,"Vision Tour",,Gasoline,100,532,Dealer
,Used,"$63,446 ","Pompano Beach, Florida, United States",2017,0,Orange,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,New,"$50,000 ","Saint-Jean-Chrysostome, Quebec, Canada",,,,,,,,"moto unique",,2,
,New,"$3,350 ","Kenner, Louisiana, United States",2015,0,Green,Kawasaki,Unspecified,KX,,Gasoline,>50,335,Dealer
,Used,"$67,447 ","Pompano Beach, Florida, United States",2017,21,Red,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$13,333 ","Mansfield, Texas, United States",2014,"9,101",Yellow,Victory,,"Cross Country",,,100,661,
,Used,"$11,970 ","Dallas, Texas, United States",2014,"22,637",White,Victory,Unspecified,"Vision Tour",,Gasoline,100,532,Dealer
,Used,"$61,447 ","Pompano Beach, Florida, United States",2017,22,Blue,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$61,447 ","Pompano Beach, Florida, United States",2017,0,White,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$9,280 ","Dallas, Texas, United States",2011,"39,222",Silver,Victory,Unspecified,"Vision Tour",,Gasoline,100,532,Dealer
,Used,"$8,995 ","Daytona Beach, Florida, United States",2013,109,,Aprilia,,"Mana 850 GT ABS",,,100,2715,
,Used,"$1,025 ","Suncook, New Hampshire, United States",2008,"16,959","RED METALLIC W/FLAMES",Victory,,"JACKPOT PREMIUM EXTREME GRAPHICS",,Standard,100,1978,Dealer
,Used,"$11,277 ","Cleburne, Texas, United States",2011,"21,042",Brown,Harley-Davidson,Unspecified,"FLHX - Street Glide\xAE",,Gasoline,,0,Dealer
,Used,"$12,895 ","Fort Walton Beach, Florida, United States",2016,"2,051","SILVER BLACK",Harley-Davidson,,"FLTRU - Road Glide\xAE Ultra",,Touring,,0,Dealer
,Used,"$15,860 ","Dallas, Texas, United States",2016,"5,418",Black,Victory,Unspecified,"Cross Country Tour",,Gasoline,100,532,Dealer
,Used,"$8,400 ","Fort Walton Beach, Florida, United States",2016,938,"VIVID BLACK",Harley-Davidson,,"FLHXS - Street Glide\xAE Special",,Touring,,0,Dealer
,Used,"$1,000 ","Fort Walton Beach, Florida, United States",2016,"1,450",Black,Harley-Davidson,,Dyna,,Standard,,0,Dealer
,Used,"$8,450 ","Round Rock, Texas, United States",2012,"28,550",Black,Victory,Unspecified,"Cross Roads Classic LE",,Gasoline,100,501,Dealer
,Used,"$9,000 ","Birmingham, Alabama, United States",1996,"8,117",Black,"Moto Guzzi","Vehicle does NOT have an existing warranty","Sport 1100",,,100,24,"Private Seller"
,Used,$75,"Carnation, Washington, United States",1960,NA,,Cushman,,Eagle,,,100,45,
,Used,"$69,446 ","Pompano Beach, Florida, United States",2017,22,Orange,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$61,447 ","Pompano Beach, Florida, United States",2017,22,Red,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$1,000 ","Fort Walton Beach, Florida, United States",2015,"8,994","BLACK DENIM",Harley-Davidson,,"FLHXS - Street Glide\xAE Special",,Touring,,0,Dealer
,Used,"$5,100 ","Fort Walton Beach, Florida, United States",2015,"18,520",Black,Harley-Davidson,,"FLTRXS - Road Glide\xAE Special",,Touring,,0,Dealer
,Used,"$9,500 ","Saint Johns, Florida, United States",2011,"2,855",Silver,Can-Am,"Vehicle does NOT have an existing warranty",RS-S,,"Sport Bike",,0,"Private Seller"
,Used,"$18,999 ","Cleburne, Texas, United States",2015,"16,089",BLK,Harley-Davidson,Unspecified,"FLTRXS - Road Glide\xAE Special",,Gasoline,,0,Dealer
,Used,$500,"Cleburne, Texas, United States",2013,"10,333",Blue,Harley-Davidson,Unspecified,"FLTRU - Road Glide\xAE Ultra",,Gasoline,,0,Dealer
,Used,"$5,860 ","Round Rock, Texas, United States",2016,10,Red,Honda,Unspecified,"CRF 450R",,Gasoline,100,501,Dealer
,Used,"$13,500 ","Bethesda, Maryland, United States",2010,435,Black,"MV Agusta","Vehicle does NOT have an existing warranty",F4,,"Sport Bike",,0,"Private Seller"
,Used,"$18,792 ","Scott City, Missouri, United States",2014,"1,085","Amber Whiskey",Harley-Davidson,Unspecified,"Softail Deluxe",,Gasoline,100,4,Dealer
,Used,"$14,792 ","Scott City, Missouri, United States",2014,310,"Sand Pearl",Harley-Davidson,Unspecified,"Heritage Softail Classic",,Gasoline,100,4,Dealer
,Used,"$9,491 ","Houston, Texas, United States",2012,"11,740",White,Harley-Davidson,Unspecified,"FLSTC - Heritage Softail\xAE Classic",,Gasoline,100,246,Dealer
,Used,"$12,960 ","Dallas, Texas, United States",2014,511,Black,Harley-Davidson,Unspecified,"FLSTFB - Softail Fat Boy Lo",,Gasoline,100,532,Dealer
,Used,"$13,990 ","Scott City, Missouri, United States",2016,"1,720",Green,Harley-Davidson,Unspecified,"Dyna Switchback",,Gasoline,100,4,Dealer
,Used,"$6,660 ","Round Rock, Texas, United States",2006,"10,277",Red,Harley-Davidson,Unspecified,"FXDLI - Dyna Low Rider",,Gasoline,100,501,Dealer
,Used,"$3,291 ","Dallas, Texas, United States",2014,"25,744",White,Kawasaki,Unspecified,"KLR 650 Managers Special",,Gasoline,100,532,Dealer
,Used,"$9,750 ","Dallas, Texas, United States",2016,"3,367",Blue,Harley-Davidson,Unspecified,"XL1200X - Sportster Forty-Eight",,Gasoline,100,532,Dealer
,Used,"$13,998 ","Stuart, Florida, United States",2016,"4,509","charcoal pearl",Harley-Davidson,Unspecified,"FXDWG - Dyna\xAE Wide Glide\xAE",,Gasoline,100,2746,Dealer
,Used,"$12,980 ","Round Rock, Texas, United States",2012,"24,403",Red,BMW,Unspecified,K-Series,,Gasoline,100,501,Dealer
,Used,"$11,970 ","Dallas, Texas, United States",2016,392,White,BMW,Unspecified,F-Series,,Gasoline,100,532,Dealer
,Used,"$19,998 ","Stuart, Florida, United States",2015,"22,247",Black,Harley-Davidson,Unspecified,"FLHTK - Ultra Limited",,Gasoline,100,2746,Dealer
,Used,"$19,960 ","Round Rock, Texas, United States",2016,"10,182",Black,Harley-Davidson,Unspecified,"FLHTKL - Ultra Limited Low",,Gasoline,100,501,Dealer
,Used,"$15,995 ","Boynton Beach, Florida, United States",2017,901,Gold,Harley-Davidson,Unspecified,"Heritage Classic FLSTC",,Gasoline,100,220,Dealer
,Used,"$3,690 ","Dallas, Texas, United States",2007,"4,794",Black,Harley-Davidson,Unspecified,"XL883L - Sportster 833 Low Managers Special",,Gasoline,100,532,Dealer
,Used,"$9,997 ","Round Rock, Texas, United States",2010,"9,324",Black,Harley-Davidson,Unspecified,"FLHR - Road King",,Gasoline,100,501,Dealer
,Used,"$15,660 ","Round Rock, Texas, United States",2016,"10,424",Red,Harley-Davidson,Unspecified,"FLHR - Road King",,Gasoline,100,501,Dealer
,Used,"$15,460 ","Round Rock, Texas, United States",2016,"5,712",Black,Harley-Davidson,Unspecified,"FLHR - Road King",,Gasoline,100,501,Dealer
,Used,"$20,000 ","Labelle, Florida, United States",2010,"176,000",,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Other,,,100,112,220000
,Used,"$9,798 ","Stuart, Florida, United States",2007,"61,390",Black,Harley-Davidson,Unspecified,"FLHRC - Road King\xAE Classic",,Gasoline,100,2746,Dealer
,Used,"$10,660 ","Round Rock, Texas, United States",2011,"21,272",Blue,Harley-Davidson,Unspecified,"FLHRC - Road King Classic",,Gasoline,100,501,Dealer
,Used,"$5,490 ","Dallas, Texas, United States",1998,1,Red,Harley-Davidson,Unspecified,"FLHR - Road King Managers Special",,Gasoline,100,532,Dealer
,Used,"$3,992 ","Dallas, Texas, United States",2008,"6,623",Red,Kawasaki,Unspecified,"Versys 650 - KLE650A Managers Special",,Gasoline,100,532,Dealer
,Used,"$3,897 ","Dallas, Texas, United States",2008,"12,323",Silver,Yamaha,Unspecified,"V Star 1300 Tourer - XVS13CTXB",,Gasoline,100,532,Dealer
,Used,"$10,998 ","Stuart, Florida, United States",2017,"2,993",Silver,Harley-Davidson,Unspecified,"XL1200T - SuperLow\xAE 1200T",,Gasoline,100,2746,Dealer
,Used,"$17,998 ","Stuart, Florida, United States",2016,"2,167",Black,Harley-Davidson,Unspecified,"FLHXS - Street Glide\xAE Special",,Gasoline,100,2746,Dealer
,Used,"$6,890 ","Dallas, Texas, United States",2011,"37,334",Blue,Kawasaki,Unspecified,"Vulcan 1700 Nomad - VN1700C Managers Special",,Gasoline,100,532,Dealer
,Used,"$1,200 ","Lakeland, Florida, United States",2002,"9,999,999",Green,Kawasaki,"Vehicle does NOT have an existing warranty",Ninja,zx6r,stunt,100,392,
,Used,"$10,491 ","Round Rock, Texas, United States",2011,"52,470",Black,Harley-Davidson,Unspecified,"FLHTK - Electra Glide Ultra Limited",,Gasoline,100,501,Dealer
,Used,"$16,490 ","Round Rock, Texas, United States",2015,"10,836",Black,Harley-Davidson,Unspecified,"FLHTCU - Electra Glide Ultra Classic",,Gasoline,100,501,Dealer
,Used,"$2,780 ","Round Rock, Texas, United States",2006,"22,735",Gray,Suzuki,Unspecified,"Boulevard C50 VL800",,Gasoline,100,501,Dealer
,Used,"$4,460 ","Dallas, Texas, United States",2012,"2,793",Red,Suzuki,Unspecified,"Boulevard C50 T Classic",,Gasoline,100,532,Dealer
,Used,"$2,500 ","Mount Washington, Kentucky, United States",2004,"999,999",Red/white,Honda,"Vehicle does NOT have an existing warranty",CRF,250X,Off-Road,100,243,"Private Seller"
,Used,"$19,998 ","Stuart, Florida, United States",2016,"17,112",Black,Harley-Davidson,Unspecified,"FLTRU - Road Glide\xAE Ultra",,Gasoline,100,2746,Dealer
,Used,"$3,600 ","Palmetto, Florida, United States",2010,"999,999",Blue,Yamaha,"Vehicle does NOT have an existing warranty",YZF,,Off-Road,100,70,"Private Seller"
,Used,"$17,670 ","Dallas, Texas, United States",2016,"19,007",Red,Harley-Davidson,Unspecified,"FLHXS - Street Glide Special",,Gasoline,100,532,Dealer
,Used,"$14,991 ","Scott City, Missouri, United States",2016,"43,235",Black,Harley-Davidson,Unspecified,"Flhtk Ultra Limited",,Gasoline,100,4,Dealer
,Used,"$10,499 ","Elmhurst, Illinois, United States",2009,"15,221",White,Honda\xAE,Unspecified,"CBR\xAE 600RR",,Gasoline,100,152,Dealer
,Used,"$13,800 ","Elmhurst, Illinois, United States",2012,"7,571",--,Honda\xAE,Unspecified,"CBR\xAE 1000RR",,Gasoline,100,152,Dealer
,Used,"$8,699 ","Elmhurst, Illinois, United States",2007,"27,735",--,Honda\xAE,Unspecified,"Shadow\xAE Spirit",,Gasoline,100,152,Dealer
,Used,"$8,999 ","Indianapolis, Indiana, United States",2016,"3,585",Silver,Honda,,"Africa Twin",,"Sport Touring",>80,375,Dealer
,Used,"$9,489 ","Plano, Texas, United States",2013,"7,382",Black,BMW,Unspecified,R-Series,,Gasoline,100,161,Dealer
,New,"$21,565 ","Plano, Texas, United States",2017,7,White,BMW,Unspecified,R-Series,,Gasoline,100,161,Dealer
,Used,"$11,392 ","Round Rock, Texas, United States",2013,"17,461",Blue,BMW,Unspecified,R-Series,,Gasoline,100,501,Dealer
,Used,"$7,670 ","Dallas, Texas, United States",2006,"25,457",Blue,BMW,Unspecified,R-Series,,Gasoline,100,532,Dealer
,Used,"$11,199 ","Elmhurst, Illinois, United States",2014,"4,017",--,Suzuki,Unspecified,GSX-R600,,Gasoline,100,152,Dealer
,Used,"$7,999 ","Naples, Florida, United States",2014,"30,613","Black Metallic",Kawasaki,,Concours\x99,,"Sport Touring",8.6,1122,Dealer
,Used,"$13,499 ","Mount Zion, Illinois, United States",2004,"7,364",Orange,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Gasoline,100,606,Dealer
,Used,"$4,799 ","Elmhurst, Illinois, United States",2012,"9,024",--,Honda\xAE,Unspecified,"Shadow Phantom\xAE",,Gasoline,100,152,Dealer
,New,"$12,499 ","Indianapolis, Indiana, United States",2018,1,Black,Indian,,"Scout Bobber ABS",,Cruiser,>80,375,Dealer
,Used,"$10,299 ","Elmhurst, Illinois, United States",2012,"16,434",Green,Kawasaki,Unspecified,Ninja,,Gasoline,100,152,Dealer
,Used,"$13,599 ","Elmhurst, Illinois, United States",2011,"4,617",Black,Kawasaki,Unspecified,Ninja,,Gasoline,100,152,Dealer
,Used,"$5,999 ","Elmhurst, Illinois, United States",2002,"51,443",Black,BMW,Unspecified,K-Series,,Gasoline,100,152,Dealer
,Used,"$28,649 ","Elmhurst, Illinois, United States",2008,"4,580",Brown,Harley-Davidson,Unspecified,"FXDSE2 - Dyna\xAE Screamin&#039; Eagle Anniversary",,Gasoline,100,152,Dealer
,Used,"$2,999 ","Elmhurst, Illinois, United States",2004,"11,419",--,Honda\xAE,Unspecified,"Shadow Aero",,Gasoline,100,152,Dealer
,Used,"$2,999 ","Elmhurst, Illinois, United States",2004,"11,419",--,Honda\xAE,Unspecified,"Shadow Aero",,Gasoline,100,152,Dealer
,New,"$12,999 ","Indianapolis, Indiana, United States",2018,1,BL/WT/RD,Indian,,Scout,,Cruiser,>80,375,Dealer
,Used,"$8,999 ","Elmhurst, Illinois, United States",2010,"14,859",Black,Harley-Davidson,Unspecified,"FLSTC - Heritage Softail\xAE Classic",,Gasoline,100,152,Dealer
,Used,"$8,999 ","Elmhurst, Illinois, United States",2010,"19,144",Black,Harley-Davidson,Unspecified,"FLSTC - Heritage Softail\xAE Classic",,Gasoline,100,152,Dealer
,Used,"$1,690 ","Dallas, Texas, United States",2009,"20,185",Green,Kawasaki,Unspecified,"Ninja 250R Managers Special",,Gasoline,100,532,Dealer
,Used,"$6,899 ","Indianapolis, Indiana, United States",2013,"9,426",Black,Suzuki,,"C90T BOSS",,Cruiser,>80,375,Dealer
,Used,"$11,996 ","Dallas, Texas, United States",2016,"6,563",Black,Harley-Davidson,Unspecified,"FLS - Softail Slim",,Gasoline,100,532,Dealer
,New,"$11,499 ","Indianapolis, Indiana, United States",2018,1,Black,Indian,,Scout,,Cruiser,>80,375,Dealer
,Used,"$13,799 ","Suncook, New Hampshire, United States",2015,"4,587",Black,BMW,,R-Series,,Standard,100,1978,Dealer
,New,"$27,999 ","Indianapolis, Indiana, United States",2017,1,RED/CRM,Indian,,Roadmaster\xAE,,Touring,>80,375,Dealer
,New,"$25,199 ","Indianapolis, Indiana, United States",2017,1,Red,Indian,,Chieftain\xAE,,Touring,>80,375,Dealer
,Used,"$12,960 ","Round Rock, Texas, United States",2015,"2,247",Black,Harley-Davidson,Unspecified,"FLSTF - Softail Fat Boy",,Gasoline,100,501,Dealer
,New,"$19,499 ","Indianapolis, Indiana, United States",2017,1,BURGANDY,Indian,,Chief,,Cruiser,>80,375,Dealer
,Used,"$14,950 ","Round Rock, Texas, United States",2015,"9,344",Green,Harley-Davidson,Unspecified,"FXSB - Softail Breakout",,Gasoline,100,501,Dealer
,Used,"$17,990 ","Elmhurst, Illinois, United States",2015,"1,134",Red,Yamaha,Unspecified,VMAX\xAE,,Gasoline,100,152,Dealer
,Used,"$12,950 ","Round Rock, Texas, United States",2014,"8,559",Gold,Harley-Davidson,Unspecified,"FLSTC - Heritage Softail Classic",,Gasoline,100,501,Dealer
,Used,"$4,450 ","Round Rock, Texas, United States",2009,"18,517",Silver,Honda,Unspecified,"VTX 1300 R",,Gasoline,100,501,Dealer
,Used,"$3,799 ","Indianapolis, Indiana, United States",2003,"11,700",LIME,Kawasaki,,Ninja,,Standard,>80,375,Dealer
,New,"$30,399 ","Indianapolis, Indiana, United States",2017,1,GRY/BLK,Indian,,Roadmaster\xAE,,Touring,>80,375,Dealer
,Used,"$9,750 ","Dallas, Texas, United States",1995,"3,899",Black,Harley-Davidson,Unspecified,"FXSTSB - Bad Boy Softail Springer",,Gasoline,100,532,Dealer
,Used,"$17,500 ","Riverside, California, United States",2009,"10,100",White/Chrome/Black,Harley-Davidson,,Softail,,Cruiser,6.4,70,"Private Seller"
,Used,"$11,999 ","Delbarton, West Virginia, United States",2015,"4,310",Black,Harley-Davidson,Unspecified,"FXDL - Dyna\xAE Low Rider\xAE",,Gasoline,100,28,Dealer
,New,"$8,990 ","Neenah, Wisconsin, United States",2017,5,White,"Moto Guzzi",Unspecified,"V9 Roamer",,Gasoline,9.7,3060,Dealer
,Used,"$9,999 ","Suncook, New Hampshire, United States",1999,"18,508",RED/BLACK,Honda,,"GL1500 VALKYRIE 1500 INTERSTATE",,Standard,100,1978,Dealer
,Used,"$10,750 ","Dallas, Texas, United States",2012,"4,440",Black,Harley-Davidson,Unspecified,"FLSTFB - Softail Fat Boy Lo",,Gasoline,100,532,Dealer
,Used,"$8,188 ","Scott City, Missouri, United States",2007,"9,061",Black,Harley-Davidson,"Vehicle has an existing warranty","Softail Custom",,Gasoline,100,4,Dealer
,Used,"$5,499 ","Suncook, New Hampshire, United States",2015,"2,585",Black,Honda,,CBR500R,,Standard,100,1978,Dealer
,Used,"$6,899 ","Elmhurst, Illinois, United States",2008,"16,793",Blue,Suzuki,Unspecified,"SV 650SF",,Gasoline,100,152,Dealer
,Used,"$4,999 ","Suncook, New Hampshire, United States",2010,"15,135",Blue,Kawasaki,,Vulcan,,Standard,100,1978,Dealer
,Used,"$4,999 ","Elmhurst, Illinois, United States",2008,"21,720",Silver,Yamaha,Unspecified,"V Star 1300 Tourer",,Gasoline,100,152,Dealer
,Used,"$8,999 ","Elmhurst, Illinois, United States",2010,"14,017",--,Yamaha,Unspecified,YZF-R,,Gasoline,100,152,Dealer
,New,"$30,399 ","Indianapolis, Indiana, United States",2017,1,BLK/CRM,Indian,,Roadmaster\xAE,,Touring,>80,375,Dealer
,Used,"$29,500 ","Goldsboro, North Carolina, United States",2016,"4,705",Black,Harley-Davidson,Unspecified,"Street Glide® Special",,Gasoline,100,60,Dealer
,Used,"$4,299 ","Elmhurst, Illinois, United States",2014,"5,326",--,Kawasaki,Unspecified,Ninja,,Gasoline,100,152,Dealer
,Used,"$6,999 ","Elmhurst, Illinois, United States",2007,"14,179",--,Honda\xAE,Unspecified,"CBR\xAE 1000RR",,Gasoline,100,152,Dealer
,Used,"$10,450 ","Dallas, Texas, United States",2015,"3,790","Amber Whiskey",Harley-Davidson,Unspecified,"FXDB - Dyna Street Bob",,Gasoline,100,532,Dealer
,Used,"$9,499 ","Suncook, New Hampshire, United States",2014,"10,028",BLACK/RED,Suzuki,,GSXR750,,Standard,100,1978,Dealer
,Used,"$10,588 ","Scott City, Missouri, United States",2016,"1,045",Black,Harley-Davidson,"Vehicle has an existing warranty",Roadster,,Gasoline,100,4,Dealer
,Used,"$32,677 ","Scott City, Missouri, United States",2016,"4,476",Red,Harley-Davidson,"Vehicle has an existing warranty","Cvo Limited",,Gasoline,100,4,Dealer
,Used,"$8,950 ","Round Rock, Texas, United States",2011,"15,020",Black,Harley-Davidson,Unspecified,"VRSCF - V-Rod Muscle",,Gasoline,100,501,Dealer
,Used,"$9,999 ","Delbarton, West Virginia, United States",2015,"3,182","CHARCOAL PEARL",Harley-Davidson,Unspecified,"XL1200X - Sportster\xAE Forty-Eight\xAE",,Gasoline,100,28,Dealer
,Used,"$5,499 ","Indianapolis, Indiana, United States",2014,"1,255",Gray,Yamaha,,FZ,,"Sport Bike",>80,375,Dealer
,Used,"$6,695 ","Hope Mills, North Carolina, United States",2005,"30,549",Blue,Harley-Davidson,Unspecified,"SPORTSTER 1200",,Gasoline,100,60,Dealer
