Listing Office - Office Name,List Agent - Agent Name,Price,Status,Address,City,MLS #,Property Type,State,County,Date - MLS List,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Assessment Amount,Assessment Year,Price - Closed,Price - List,PicCount, Price - Original , Tax - Gross Amount ,Date - Closed,Lot - Acres,Garage Type,Year Built,Total Stories,Surveyed,Showing Service,Seasonal,Water Body Type,Water Frontage Length,Short Sale,Rooms - Total,Rented,Garage Capacity,Garage,Foreclosed/Bank-Owned/REO,Flood Zone,Easements,Development / Subdivision,Current Use,Covenants,Common Land Acres,Basement Access Type,Basement
KW Vermont,Vanessa Allen,"$185,000",CL,129 Lyman Batcheller Road,Hartford,4496576,Single Family,VT,VT-Windsor,6/9/2016,4,3,"2,105",217,,,"$185,000","$195,000",13,"195,000","5,461",1/12/2017,0.92,,1986,1.75,Yes,,No,,,No,6,,0,No,No,No,,,,Yes,,,No
Four Seasons Sotheby's Int'l Realty,Charlene Ashey,"$121,000",CL,205 Woodhaven Drive 4E,Hartford,4497340,Condo,VT,VT-Windsor,6/13/2016,2,2,"1,048",7,,,"$121,000","$121,500",15,"121,500","2,659",9/12/2016,0,Detached,1986,2,Unknown,,No,,,No,5,,1,Yes,No,Unknown,,,,Yes,25,,No
Moseley Associates,Cheryl Brush,"$178,000",CL,251 Connecticut River road,Hartford,4498379,Single Family,VT,VT-Windsor,6/14/2016,5,3,"2,464",114,,,"$178,000","$198,500",20,"198,500","6,008",12/1/2016,0.25,,2008,2,Unknown,,No,,,No,8,,0,No,Yes,No,,,,Unknown,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Linda Mayo,"$199,000",CL,2680 Hartford,Hartford,4497875,Condo,VT,VT-Windsor,6/15/2016,2,3,"1,682",12,,,"$199,000","$208,500",21,"208,500","4,165",8/30/2016,0,Attached,2004,3,Yes,,No,,,No,6,,1,Yes,No,Unknown,,Stony Creek,,Yes,,Interior,Yes
"Quechee Associates, Inc",Paul West,"$115,000",CL,416 Lyman Batcheller,Hartford,4498710,Condo,VT,VT-Windsor,6/17/2016,3,3,"1,404",34,"$117,900",2011,"$115,000","$115,000",9,"115,000","2,825",9/20/2016,0,Detached,1978,1.5,Unknown,,No,,,No,5,,1,Yes,No,Unknown,,Saltbox Condos,,Yes,,,No
Quechee Lakes Real Estate Center,Charles Bacon,"$315,000",CL,87 Catamount Road NV6B,Hartford,4498580,Condo,VT,VT-Windsor,6/17/2016,4,3,"2,390",60,"$292,300",2016,"$315,000","$369,000",29,"369,000","7,391",10/21/2016,0,,2002,1.5,Yes,,No,,,No,7,,0,No,No,No,,,,Yes,,Walkout,Yes
RE/MAX Group One Realtors,Cheryl Herrmann,"$330,000",CL,25 Larkspur Lane,Hartford,4499999,Condo,VT,VT-Windsor,6/24/2016,3,3,"1,845",4,"$305,700",,"$330,000","$334,000",30,"334,000","7,393",8/19/2016,0.06,Attached,1994,1.5,Yes,,No,Brook,,No,7,,2,Yes,No,Unknown,,,No,Yes,,Interior,Yes
Coldwell Banker LIFESTYLES - Hanover,Shelley Gilbert,"$225,000",CL,12 Skyline Way,Hartford,4500433,Condo,VT,VT-Windsor,6/27/2016,2,2,"1,786",211,,,"$225,000","$235,000",21,"265,000","6,201",2/25/2017,0.05,Attached,1997,2,Yes,,No,,,No,7,,2,Yes,No,No,,Sterling Springs,No,Yes,,,No
LindeMac Real Estate,Linde McNamara,"$128,000",CL,247 Woodhaven Drive,Hartford,4500950,Condo,VT,VT-Windsor,6/29/2016,2,2,"1,048",1,"$115,800",2015,"$128,000","$128,000",12,"128,000","2,801",9/19/2016,0,Carport,1987,2,Yes,,No,,,No,5,,1,Yes,No,No,,,,Yes,,,No
BHG Masiello Group/Quechee,Chris Crowe,"$160,000",CL,90 Kingfisher Road,Hartford,4501379,Condo,VT,VT-Windsor,6/29/2016,2,3,"1,426",12,"$157,900",,"$160,000","$160,000",15,"160,000","3,643",8/12/2016,0,,1986,1.75,Unknown,,No,,,No,5,,0,No,No,Unknown,,,,Yes,,,No
Coldwell Banker Redpath and Company,House Agent,"$185,000",CL,49 FIELDSTONE WAY 8C,Hartford,4501368,Condo,VT,VT-Windsor,6/29/2016,2,2,"1,320",6,"$172,200",2015,"$185,000","$185,000",16,"185,000","4,164",8/26/2016,6,Detached,1990,2,Unknown,,No,,,No,5,,1,Yes,No,Unknown,,,,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Berna Rexford,"$228,750",CL,272 Campbell Street,Hartford,4501391,Single Family,VT,VT-Windsor,6/30/2016,3,3,"1,892",54,,,"$228,750","$234,900",19,"234,900","6,063",10/18/2016,0.85,Attached,1986,2,Yes,,No,,,No,7,,2,Yes,No,No,,,,Yes,,Walkout,Yes
Quechee Lakes Real Estate Center,Charles Bacon,"$75,000",CL,860 MURPHY ROAD WV5D,Hartford,4501940,Condo,VT,VT-Windsor,7/3/2016,2,2,"1,100",104,"$79,200",,"$75,000","$79,000",10,"79,000","1,898",12/1/2016,0,,1982,2,Yes,,Yes,,,No,5,,0,No,No,No,,QUECHEE LAKES,,Yes,,,No
Quechee Lakes Real Estate Center,Charles Bacon,"$255,000",CL,1140 Murphy Road DR1A,Hartford,4501868,Condo,VT,VT-Windsor,7/3/2016,4,3,"2,441",44,"$250,700",,"$255,000","$264,000",32,"264,000","6,008",10/7/2016,0,,1984,1.75,Yes,,No,,,No,9,,0,No,No,No,,,No,Yes,,Walkout,Yes
BHG Masiello Group/Quechee,Diana Oleary,"$215,500",CL,72 High Street,Hartford,4503414,Single Family,VT,VT-Windsor,7/8/2016,3,3,"1,518",50,"$151,000",2016,"$215,500","$239,000",22,"249,000","3,650",10/14/2016,0.44,Detached,1860,1.5,Yes,,No,,,No,7,,1,Yes,No,No,,QLLA,,Yes,,Interior,Yes
BHG Masiello Group/Quechee,Mary Paino,"$190,000",CL,1140 Murphy's Road DR1D,Hartford,4504602,Condo,VT,VT-Windsor,7/16/2016,3,3,"2,381",19,"$242,700",,"$190,000","$190,000",21,"190,000","5,935",10/11/2016,6,,1984,3,Yes,None,No,,,No,8,,0,No,No,Unknown,,Quechee Lakes - Deere Run,,Yes,,Interior,Yes
Buffum Realty,Julie Buffum,"$78,000",CL,891 Jay Hill Rd.,Hartford,4505438,Single Family,VT,VT-Windsor,7/19/2016,3,2,"2,246",187,,,"$78,000","$115,000",11,"184,900","5,634",4/25/2017,1.14,Detached,1971,1.5,Yes,,No,,,No,7,,2,Yes,Yes,No,,QLLA,No,Yes,,Interior,Yes
Buffum Realty,Julie Buffum,"$89,000",CL,328 Marsh Family Rd,Hartford,4505460,Single Family,VT,VT-Windsor,7/19/2016,3,3,"2,070",119,"$250,500",,"$89,000","$89,900",11,"107,500","6,050",12/12/2016,0.93,Attached,1988,2,Unknown,,No,Lake,,No,8,,1,Yes,Yes,Unknown,,,,Yes,,Interior,Yes
BHG Masiello Group/Quechee,Mary Paino,"$163,000",CL,807 Murphys Road FV1B,Hartford,4505603,Condo,VT,VT-Windsor,7/21/2016,3,2,"1,207",22,"$135,500",,"$163,000","$167,500",21,"167,500","3,314",10/17/2016,6,,1976,2,Unknown,,No,,,No,5,,0,No,No,Unknown,,QLLA-Fairway Village,,Yes,,,No
BHG Masiello Group/Quechee,Kasia Butterfield,"$280,000",CL,754 Baker Turn,Hartford,4505762,Single Family,VT,VT-Windsor,7/21/2016,4,3,"2,671",35,,,"$280,000","$295,000",19,"295,000","7,945",10/20/2016,1.05,Attached,1988,2,Unknown,,No,,,No,8,,1,Yes,No,Unknown,,,No,Yes,,Interior,Yes
RE/MAX Upper Valley,Richard Atherley,"$115,000",CL,189 Woodhaven Drive,Hartford,4506020,Condo,VT,VT-Windsor,7/23/2016,2,2,"1,048",6,,,"$115,000","$119,900",1,"119,000","2,740",10/3/2016,0,Carport,1987,2,Unknown,,No,,,No,6,,1,Yes,No,No,,,,Yes,,,No
"Quechee Associates, Inc",Paul West,"$100,000",CL,385 Lyman Batcheller Rd 6C,Hartford,4506177,Condo,VT,VT-Windsor,7/25/2016,3,3,"1,443",13,"$110,400",2016,"$100,000","$108,000",12,"108,000","2,700",9/9/2016,0,,1978,1.75,Unknown,,No,,,No,6,,0,No,No,Unknown,,QLLA,,Unknown,,,No
BHG Masiello Group/Quechee,Derek Cosentino,"$524,400",CL,199 Hartness Way,Hartford,4507786,Single Family,VT,VT-Windsor,7/26/2016,4,3,"1,850",8,,,"$524,400","$509,600",15,"509,600", -   ,1/13/2017,3.27,Detached,2016,2,Yes,,No,,,No,8,,2,Yes,No,No,,,,Yes,,,No
Coldwell Banker LIFESTYLES - Hanover,Jennifer Snyder,"$207,500",CL,44 Azalea Circle,Hartford,4507137,Condo,VT,VT-Windsor,7/28/2016,2,2,"1,275",47,"$203,400",,"$207,500","$212,500",9,"212,500","5,013",12/1/2016,0,,1994,1.5,Yes,,No,,,No,5,,0,No,No,No,,Hemlock Ridge,,Yes,,,No
BHG Masiello Group/Quechee,Mary Paino,"$145,000",CL,128 Marsh Family Road,Hartford,4507912,Single Family,VT,VT-Windsor,8/1/2016,2,2,"1,413",84,"$149,500",,"$145,000","$150,000",17,"150,000","3,656",12/23/2016,0.93,,1976,1.75,Unknown,,No,,,No,5,,0,No,No,No,,,,Yes,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Patricia Balbirnie,"$115,000",CL,133 Colonial Drive,Hartford,4508310,Condo,VT,VT-Windsor,8/3/2016,2,1,968,46,"$109,500",2015,"$115,000","$115,000",14,"115,000","2,699",11/16/2016,0,,1986,2,Unknown,,No,,,No,4,,0,No,No,Unknown,,Oak Knoll Condominiums,,Unknown,,,No
"The Clerkin Agency, P.C.",Lisa M ONeil,"$128,400",CL,1078 Route 14,Hartford,4510723,Single Family,VT,VT-Windsor,8/16/2016,2,2,864,188,,,"$128,400","$162,900",22,"179,900","3,707",4/21/2017,2,,1971,1,Unknown,,No,River,,No,4,,0,No,No,No,,,,Unknown,,Walkout,Yes
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$299,000",CL,6 Sanctuary Circle,Hartford,4510976,Condo,VT,VT-Windsor,8/18/2016,3,3,"1,798",15,"$271,400",2015,"$299,000","$299,000",17,"299,000","6,636",10/12/2016,0.05,Attached,1996,1.5,Unknown,,No,,,No,7,,2,Yes,No,No,,Sterling Springs,No,Yes,,,No
Four Seasons Sotheby's Int'l Realty,Susan Cole,"$80,000",CL,"292 Woodhaven Drive, Unit # 9I",Hartford,4511827,Condo,VT,VT-Windsor,8/24/2016,2,2,"1,048",43,"$115,800",,"$80,000","$95,000",10,"108,000",,10/26/2016,0,Carport,1987,2,Unknown,,No,,,No,5,,1,Yes,No,Unknown,,,,Yes,,,No
LindeMac Real Estate,Linde McNamara,"$277,500",CL,2050 Quechee Main Street,Hartford,4511891,Single Family,VT,VT-Windsor,8/24/2016,3,2,"1,685",62,"$199,600",,"$277,500","$279,000",24,"289,000","4,920",12/15/2016,0.48,,1840,1.75,Unknown,,No,,,No,7,,0,No,No,No,,,,No,,Interior,Yes
Buffum Realty,Julie Buffum,"$120,000",CL,240 Latham Works Lane,Hartford,4513107,Single Family,VT,VT-Windsor,8/29/2016,4,2,"1,800",8,,,"$120,000","$129,900",9,"129,900", -   ,10/13/2016,0.26,,1998,1.5,Unknown,,No,,,No,6,,0,No,No,Unknown,,,,No,,Interior,Yes
"The Clerkin Agency, P.C.",Lisa M ONeil,"$182,250",CL,42 Devin St,Hartford,4513258,Single Family,VT,VT-Windsor,8/29/2016,2,2,"1,176",73,,,"$182,250","$184,900",23,"189,900","4,217",1/9/2017,0.13,Attached,1938,1.75,Unknown,,No,,,No,5,,1,Yes,No,No,,,,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$412,900",CL,1079 Wheelock Road,Hartford,4512984,Single Family,VT,VT-Windsor,8/30/2016,3,5,"2,200",203,,,"$412,900","$449,000",16,"449,000","11,117",4/28/2017,1.11,Attached,2007,2,Yes,,No,,,No,8,,2,Yes,No,Unknown,,,,Yes,,Interior,Yes
BHG Masiello Group/Quechee,Kasia Butterfield,"$171,500",CL,75 Templeton,Hartford,4513044,Single Family,VT,VT-Windsor,8/31/2016,4,2,"1,620",13,,,"$171,500","$175,000",15,"175,000","4,296",11/9/2016,0.28,,1973,1,Unknown,,No,,,No,7,,0,No,No,No,,,No,No,,Walk-up,Yes
"The Clerkin Agency, P.C.",William Brown,"$70,000",CL,840 Fairview Terrace,Hartford,4514076,Single Family,VT,VT-Windsor,9/6/2016,3,1,"1,124",188,,,"$70,000","$99,000",28,"149,900","3,988",3/31/2017,0.19,Detached,1953,1,Unknown,,No,,,No,5,,1,Yes,No,No,,,,Unknown,,Interior,Yes
Coldwell Banker LIFESTYLES - Hanover,Shelley Gilbert,"$254,900",CL,204 Pomfret Rd.,Hartford,4514530,Single Family,VT,VT-Windsor,9/8/2016,3,2,"1,752",11,"$234,200",2015,"$254,900","$254,900",30,"254,900","5,773",11/8/2016,1.8,Attached,1984,1,Unknown,,No,,,No,8,,2,Yes,No,Unknown,,,No,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Dick DuMez,"$305,000",CL,279 Jericho Street,Hartford,4514574,Single Family,VT,VT-Windsor,9/8/2016,3,2,"2,012",13,,,"$305,000","$315,000",27,"315,000","5,770",12/9/2016,2.33,,1950,1.5,Unknown,,No,,,No,8,,0,No,No,Unknown,,,,No,,Walkout,Yes
Coldwell Banker LIFESTYLES - Hanover,Gabrielle Black,"$297,000",CL,35 Seniors Way,Hartford,4514435,Single Family,VT,VT-Windsor,9/8/2016,3,3,"2,324",15,"$304,000",,"$297,000","$300,000",34,"300,000","7,493",11/2/2016,0.97,Attached,2005,2,Unknown,,No,,,No,10,,2,Yes,No,No,Yes,,No,Yes,,Walk-up,Yes
Buffum Realty,Linda Benoit,"$66,000",CL,3 Costello Road,Hartford,4514983,Single Family,VT,VT-Windsor,9/9/2016,3,1,986,14,"$124,300",2015,"$66,000","$69,900",10,"69,900","3,006",12/30/2016,0.5,Attached,1950,1,Unknown,,No,,,No,5,,2,Yes,Yes,Unknown,,,,Unknown,,Interior,Yes
BHG Masiello Group/Quechee,Derek Cosentino,"$272,000",CL,865 Marsh Family Road,Hartford,4515452,Single Family,VT,VT-Windsor,9/12/2016,3,3,"2,000",102,"$188,700",2017,"$272,000","$289,000",23,"289,000","4,651",2/3/2017,0.96,,1982,2,Yes,,No,,,No,8,,0,No,No,No,,QLLA,,Yes,,,No
Bassette Real Estate Group,John F Bassette,"$242,500",CL,295 Ravenswood Terrace,Hartford,4515640,Single Family,VT,VT-Windsor,9/14/2016,3,1,"1,440",21,"$201,100",,"$242,500","$254,000",27,"254,000","4,863",12/19/2016,0.38,Attached,1952,1.5,Yes,,No,,,No,7,,1,Yes,No,No,,,,No,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Linda Mayo,"$110,000",CL,133 Colonial Drive,Hartford,4602782,Condo,VT,VT-Windsor,9/20/2016,2,1,968,0,,,"$110,000","$100,000",1,"100,000",,9/19/2016,,,1986,2,Unknown,,No,,,,4,,,No,,Unknown,,,,Unknown,,,No
Four Seasons Sotheby's Int'l Realty,Leah McLaughry,"$201,000",CL,44 Harvest Lane,Hartford,4517464,Single Family,VT,VT-Windsor,9/23/2016,3,2,"1,348",33,,,"$201,000","$195,000",28,"215,000","4,448",12/9/2016,0.48,Under,1978,2,No,,No,,,No,7,,1,Yes,No,No,,,No,No,,Interior,Yes
"The Clerkin Agency, P.C.",William Brown,"$158,000",CL,2116 Christian Street Street,Hartford,4600374,Single Family,VT,VT-Windsor,9/27/2016,3,2,"1,620",133,,,"$158,000","$159,900",32,"169,900","3,281",3/31/2017,0.25,Detached,2000,1,Unknown,,No,,,No,7,,1,Yes,No,Unknown,,,,No,,,No
"The Clerkin Agency, P.C.",William Brown,"$115,000",CL,"1188 Maple St., #5",Hartford,4600605,Condo,VT,VT-Windsor,9/28/2016,2,2,"1,024",77,,,"$115,000","$129,900",27,"129,900","3,507",1/25/2017,,Under,2005,2,Unknown,,No,River,,No,5,,1,Yes,No,Yes,,,,Yes,1,Walkout,Yes
"The Clerkin Agency, P.C.",Lisa M ONeil,"$228,500",CL,521 Colonial Drive,Hartford,4600780,Single Family,VT,VT-Windsor,9/30/2016,3,2,"2,576",31,,,"$228,500","$249,000",23,"249,000","5,847",12/16/2016,0.43,Attached,1974,1,Unknown,,No,,,No,8,,2,Yes,No,No,,,,Unknown,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Nancy E Snyder,"$336,000",CL,4 Sterling Springs Drive Road,Hartford,4601212,Condo,VT,VT-Windsor,10/3/2016,3,3,"2,000",64,,,"$336,000","$355,000",18,"375,000","8,125",2/10/2017,,Attached,1997,1.5,Yes,,No,,,No,8,,2,Yes,No,No,,,,Yes,,,No
Four Seasons Sotheby's Int'l Realty,Linda Mayo,"$124,950",CL,133 Colonial Drive,Hartford,4601893,Condo,VT,VT-Windsor,10/5/2016,2,1,968,17,,,"$124,950","$124,950",11,"124,950",,12/19/2016,0,,1986,1.75,Unknown,,No,,,No,4,,0,No,No,Unknown,,,Unknown,Yes,,,No
Quechee Lakes Real Estate Center,Herb Hart,"$237,500",CL,443 ALDEN PARTRIDGE ROAD,Hartford,4603267,Condo,VT,VT-Windsor,10/5/2016,3,3,"2,322",0,,,"$237,500","$249,000",1,"249,000","4,349",10/7/2016,,,1983,1,Yes,,Yes,,,No,6,,,No,No,No,,QUECHEE LAKES,,Yes,,Interior,Yes
RE/MAX Group One Realtors,Cheryl Herrmann,"$107,000",CL,86 Woodhaven Drive,Hartford,4602031,Condo,VT,VT-Windsor,10/6/2016,2,2,"1,008",4,"$110,700",2017,"$107,000","$107,000",16,"107,000","2,707",10/28/2016,25,Carport,1981,2,Yes,,No,,,No,4,,1,Yes,No,Unknown,,,,Yes,,,No
Coldwell Banker LIFESTYLES - Hanover,John Nelson,"$240,000",CL,12 Vermont Drive,Hartford,4602422,Single Family,VT,VT-Windsor,10/7/2016,3,2,"1,404",127,,,"$240,000","$247,500",23,"247,500","5,834",4/4/2017,0.42,Detached,1999,1,Yes,,No,,,No,6,,2,Yes,No,Unknown,,,,Unknown,,Walkout,Yes
Coldwell Banker LIFESTYLES - Hanover,Sally Rutter,"$165,000",CL,3 Sycamore Drive,Hartford,4603273,Condo,VT,VT-Windsor,10/11/2016,2,2,"1,019",106,,,"$165,000","$169,000",16,"169,000","4,567",4/12/2017,,,1998,1.5,Unknown,,No,,,No,5,,,No,No,No,,,,Yes,,,No
Coldwell Banker LIFESTYLES - Hanover,Jeffrey H Batchelder,"$260,000",CL,141 Iris Way,Hartford,4602824,Condo,VT,VT-Windsor,10/11/2016,2,2,"1,345",8,"$242,900",,"$260,000","$269,900",21,"269,900","5,987",11/3/2016,0,Attached,1995,1,Unknown,,No,,,No,6,No,2,Yes,No,No,Yes,Hemlock Ridge,No,Yes,,,No
R.H. Thackston & Company,Dick Thackston,"$92,400",CL,1224 Marsh Family Road,Hartford,4603110,Single Family,VT,VT-Windsor,10/12/2016,4,3,"2,287",20,,,"$92,400","$194,900",28,"194,900","4,730",12/23/2016,0.98,Carport,1979,2.5,No,,No,,,No,6,,1,Yes,Yes,Unknown,Unknown,,,Unknown,,Interior,Yes
"Real Home Services and Solutions, Inc",Stephen Sibiga,"$168,544",CL,2680 Hartford Avenue,Hartford,4603575,Condo,VT,VT-Windsor,10/14/2016,2,2,"1,332",131,,,"$168,544","$154,000",10,"169,000",196,3/6/2017,0,Attached,2004,2,No,,No,,,No,4,,2,Yes,Yes,No,,UNIT 10,,No,0,Walkout,Yes
Bean Group / Vermont,Linda White,"$154,500",CL,99 Heather Drive 8E,Hartford,4603933,Condo,VT,VT-Windsor,10/15/2016,2,2,"1,225",106,,,"$154,500","$159,000",27,"159,000","4,015",5/5/2017,6,Carport,1989,2,Yes,,No,,,No,5,,1,Yes,No,No,,,,Yes,6,,No
RE/MAX Group One Realtors,Cheryl Herrmann,"$115,000",CL,217 Woodhaven Dr.,Hartford,4604059,Condo,VT,VT-Windsor,10/17/2016,2,2,"1,048",0,,,"$115,000","$115,000",1,"115,000","1,144",12/13/2016,,Carport,1986,2,Yes,,No,,,No,5,,1,Yes,No,Unknown,,,,Yes,,,No
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$115,000",CL,182 Quechee Hartland Rd,Hartford,4604647,Single Family,VT,VT-Windsor,10/19/2016,3,1,"2,656",98,"$125,100",2016,"$115,000","$115,000",14,"115,000","3,083",4/21/2017,0.4,Detached,1922,1.5,Unknown,,No,,,No,6,,1,Yes,No,Unknown,,,,Unknown,,Interior,Yes
BHG Masiello Group/Quechee,Mary Paino,"$305,000",CL,2039 Quechee Main St.,Hartford,4606251,Single Family,VT,VT-Windsor,10/26/2016,3,2,"2,073",5,,,"$305,000","$309,000",30,"309,000","6,864",12/8/2016,0.4,Attached,1850,2,Unknown,None,No,,,No,7,,1,Yes,No,Unknown,Unknown,,No,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$296,000",CL,62 Kinsman Street,Hartford,4607590,Single Family,VT,VT-Windsor,11/1/2016,5,3,"2,976",113,,,"$296,000","$329,900",31,"329,900","6,143",4/7/2017,0.54,Attached,1988,1,Unknown,,No,,,No,10,,2,Yes,No,No,,,,Unknown,,Walkout,Yes
Martha E. Diebold/Hanover,Jane Darrach,"$238,500",CL,37 Iris Way,Hartford,4607734,Condo,VT,VT-Windsor,11/3/2016,2,3,"1,706",7,"$278,900",2016,"$238,500","$249,000",23,"249,000","6,742",12/7/2016,0.06,Attached,1995,2,Unknown,,No,,,No,6,,2,Yes,No,No,,,,Yes,30,,No
BHG Masiello Group/Quechee,Derek Cosentino,"$522,600",CL,189 Hartness Way,Hartford,4608398,Single Family,VT,VT-Windsor,11/9/2016,3,3,"1,850",64,,,"$522,600","$491,700",20,"491,700",,3/20/2017,3.13,Detached,2016,2,Yes,,No,,,No,8,,2,Yes,No,No,,,,Yes,,,No
Four Seasons Sotheby's Int'l Realty,Linda Mayo,"$128,000",CL,133 Colonial Drive,Hartford,4609528,Condo,VT,VT-Windsor,11/17/2016,2,1,968,21,,,"$128,000","$129,000",11,"129,000",,2/1/2017,0,,1986,1.75,Yes,,No,,,No,4,,0,No,No,Unknown,,,Unknown,Yes,13,,No
"The Clerkin Agency, P.C.",Lisa M ONeil,"$80,000",CL,10 Candlelight Terrace,Hartford,4609542,Condo,VT,VT-Windsor,11/18/2016,2,1,856,29,,,"$80,000","$89,900",11,"89,900","2,006",2/6/2017,0,,1977,2,Unknown,,No,,,No,5,,,No,No,No,,,,Yes,6,,No
"The Clerkin Agency, P.C.",Lisa M ONeil,"$174,900",CL,355 Connecticut River Rd.,Hartford,4609992,Single Family,VT,VT-Windsor,11/22/2016,3,1,"1,056",9,,,"$174,900","$174,900",22,"174,900","3,668",1/31/2017,0.8,Attached,1973,1,Unknown,,No,,,No,5,,1,Yes,No,No,,,,No,,Interior,Yes
Town and Country Realty,Amy S Messina,"$40,000",CL,807 Murphys Road,Hartford,4610433,Condo,VT,VT-Windsor,11/28/2016,2,2,"1,167",67,"$136,500",,"$40,000","$84,900",17,"124,900","3,365",4/14/2017,,,1976,2,Unknown,,No,,,No,5,,,No,Yes,Unknown,Unknown,QLLA,No,Unknown,0,,No
Four Seasons Sotheby's Int'l Realty,Judith Cashman,"$127,000",CL,76 Colonial Drive,Hartford,4610197,Condo,VT,VT-Windsor,11/28/2016,3,2,"1,260",60,,,"$127,000","$134,900",19,"134,900","3,289",3/1/2017,,,1989,2,Unknown,,No,,,No,6,,,No,No,Unknown,,,,Yes,0,Interior,Yes
William Raveis Woodstock,John Wetmore,"$150,000",CL,109 Longview Lane,Hartford,4611467,Single Family,VT,VT-Windsor,12/10/2016,4,3,"2,146",81,"$290,700",2016,"$150,000","$180,000",38,"199,000","7,165",3/6/2017,0.28,Attached,1988,2,Unknown,,No,,,No,8,,2,Yes,No,No,,,No,Unknown,,Interior,Yes
Fidelity Real Estate Inc.,Sadie Simpson,"$128,000",CL,292 Woodhaven Drive,Hartford,4611725,Condo,VT,VT-Windsor,12/13/2016,2,2,"1,048",11,,,"$128,000","$129,900",18,"129,900","2,854",2/23/2017,0,Carport,1987,2,Unknown,,No,,,No,5,,1,Yes,No,No,,,,Yes,,,No
Nedde Real Estate,Christine Golden,"$350,000",CL,115 Robert Frost Lane,Hartford,4611880,Single Family,VT,VT-Windsor,12/15/2016,3,3,"3,586",116,"$433,000",2016,"$350,000","$379,500",12,"379,500","10,589",5/8/2017,0.95,Detached,2000,3,Unknown,,No,,,No,8,,2,Yes,No,No,,Quechee Lakes,,Unknown,,Interior,Yes
Quechee Lakes Real Estate Center,Herb Hart,"$135,000",CL,"105 Williams Lane, #10F",Hartford,4612306,Condo,VT,VT-Windsor,12/21/2016,3,2,"1,676",49,,,"$135,000","$149,000",14,"149,000","3,185",3/31/2017,0,,1972,2.5,Yes,,No,,,No,6,,,No,No,No,,,,Yes,,Interior,Yes
Century 21 Energy Shield Realty/Lebanon,Ara Cardew,"$317,500",CL,782 Red Barn Road,Hartford,4612796,Single Family,VT,VT-Windsor,12/30/2016,4,3,"2,285",65,,,"$317,500","$339,000",27,"339,000","6,150",5/10/2017,2.56,,1977,2,Unknown,,No,,,No,7,,,No,No,No,,QLLA,,Yes,,,No
Quechee Lakes Real Estate Center,Herb Hart,"$265,000",CL,1140 Murphy #2A Road,Hartford,4613738,Condo,VT,VT-Windsor,1/9/2017,3,3,"2,566",38,,,"$265,000","$299,000",14,"299,000","6,089",3/17/2017,0,,1984,1.75,Yes,,No,,,No,8,,,No,No,No,,,,Yes,0,Walk-up,Yes
Coldwell Banker LIFESTYLES - Hanover,Sally Rutter,"$168,000",CL,79 Hewitt Street,Hartford,4614518,Single Family,VT,VT-Windsor,1/17/2017,3,1,"1,112",9,,,"$168,000","$179,000",11,"179,000","4,558",3/9/2017,0.3,Detached,1958,1.5,Unknown,,No,,,No,6,,1,Yes,No,No,,,,No,,Interior,Yes
Martha E. Diebold/Hanover,Jane Darrach,"$316,000",CL,329 Quechee Main Street,Hartford,4615793,Single Family,VT,VT-Windsor,1/26/2017,3,2,"1,884",19,,,"$316,000","$325,000",25,"325,000","5,439",5/8/2017,0.92,Attached,1900,1.75,Yes,,No,,,No,8,,1,Yes,No,Unknown,,,,No,,Interior,Yes
"The Clerkin Agency, P.C.",William Brown,"$390,000",CL,106 Sweetwater Drive,Hartford,4616245,Single Family,VT,VT-Windsor,1/31/2017,3,2,"2,654",11,,,"$390,000","$429,900",34,"429,900","9,009",4/18/2017,5,Attached,1983,2.5,Yes,,No,,,No,8,,2,Yes,No,No,,,,Unknown,,Interior,Yes
BHG Masiello Group/Quechee,Mary Paino,"$322,000",CL,72 Chellis Street,Hartford,4617304,Single Family,VT,VT-Windsor,2/8/2017,4,2,"2,556",15,"$265,800",,"$322,000","$325,000",26,"325,000","5,483",4/26/2017,0.37,Attached,1940,1.75,Unknown,,No,,,No,11,,2,Yes,No,No,Unknown,,No,No,,Interior,Yes
Coldwell Banker LIFESTYLES - Hanover,Heidi Reiss,"$254,000",CL,338 Fairview Terrace,Hartford,4618163,Single Family,VT,VT-Windsor,2/14/2017,3,2,"2,232",10,"$223,500",,"$254,000","$259,000",25,"259,000","5,509",4/21/2017,0.33,Detached,1903,2,Unknown,,No,,,No,9,,1,Yes,No,No,,,,No,,Interior,Yes
